Alloy,,,,Workfunction,,,
Ag,,,,4.681726044,,Ag,
Ag,Au,,,5.024871871,,Ag,Au
Ag,Cd,,,4.418197965,,Ag,Cd
Ag,Hf,,,4.304675925,,Ag,Co
Ag,Hg,,,4.475737215,,Ag,Cr
Ag,Ir,,,5.158494312,,Ag,Cu
Ag,Os,,,4.996427186,,Ag,Fe
Ag,Pt,,,5.261087206,,Ag,Hf
Ag,Re,,,5.240411354,,Ag,Hg
Ag,Ta,,,4.753701215,,Ag,Ir
Ag,W,,,5.102995171,,Ag,La
Ag,Y,,,3.582608877,,Ag,Mn
Au,,,,5.426721805,,Ag,Mo
Au,Hg,,,4.840059981,,Ag,Nb
Cd,,,,4.170427895,,Ag,Ni
Cd,Au,,,4.634060417,,Ag,Os
Cd,Hf,,,4.315376315,,Ag,Pd
Cd,Hg,,,4.179511537,,Ag,Pt
Cd,Ir,,,4.798636258,,Ag,Re
Cd,Os,,,4.695990923,,Ag,Rh
Cd,Pt,,,4.923061134,,Ag,Ru
Cd,Re,,,4.792191677,,Ag,Sc
Cd,Ta,,,4.612000481,,Ag,Ta
Cd,W,,,4.796624312,,Ag,Tc
Cd,Y,,,3.831187511,,Ag,Ti
Co,,,,5.169206329,,Ag,V
Co,Ag,,,4.831467375,,Ag,W
Co,Au,,,5.131132189,,Ag,Y
Co,Cd,,,4.539048363,,Ag,Zn
Co,Cu,,,5.046894399,,Ag,Zr
Co,Fe,,,4.977050422,,Au,
Co,Hf,,,4.327653404,,Au,Cd
Co,Hg,,,4.676284053,,Au,Co
Co,Ir,,,5.398871809,,Au,Cr
Co,La,,,3.373676549,,Au,Cu
Co,Mn,,,4.802313552,,Au,Fe
Co,Ni,,,5.186948463,,Au,Hf
Co,Os,,,5.411313358,,Au,Hg
Co,Pd,,,5.066768306,,Au,Ir
Co,Pt,,,5.309615562,,Au,La
Co,Re,,,5.404414584,,Au,Mn
Co,Rh,,,5.136521005,,Au,Mo
Co,Ru,,,5.208579616,,Au,Nb
Co,Sc,,,4.16414879,,Au,Ni
Co,Ti,,,4.471568601,,Au,Pd
Co,V,,,4.923657142,,Au,Pt
Co,W,,,5.262556112,,Au,Re
Co,Y,,,3.823588113,,Au,Rh
Co,Zn,,,4.845329904,,Au,Ru
Co,Zr,,,4.200435898,,Au,Sc
Cr,,,,5.105509079,,Au,Ta
Cr,Ag,,,4.747445272,,Au,Tc
Cr,Au,,,5.058614798,,Au,Ti
Cr,Cd,,,4.519947417,,Au,V
Cr,Cu,,,5.098300999,,Au,W
Cr,Fe,,,5.076754536,,Au,Y
Cr,Hf,,,4.606875839,,Au,Zn
Cr,Hg,,,4.562842018,,Au,Zr
Cr,Ir,,,5.27810329,,Cd,
Cr,La,,,3.48510894,,Cd,Co
Cr,Mn,,,5.016579911,,Cd,Cu
Cr,Mo,,,4.965670524,,Cd,Fe
Cr,Nb,,,4.748159714,,Cd,Hf
Cr,Ni,,,5.187765594,,Cd,Hg
Cr,Os,,,5.224386742,,Cd,Ir
Cr,Pd,,,5.103365099,,Cd,La
Cr,Pt,,,5.290295667,,Cd,Mn
Cr,Re,,,5.190987692,,Cd,Mo
Cr,Rh,,,5.111622684,,Cd,Nb
Cr,Ru,,,5.066086825,,Cd,Ni
Cr,Ta,,,4.882619398,,Cd,Os
Cr,Tc,,,5.050599543,,Cd,Pd
Cr,W,,,5.036435114,,Cd,Pt
Cr,Y,,,3.570854445,,Cd,Re
Cr,Zn,,,4.833638743,,Cd,Rh
Cr,Zr,,,4.475180716,,Cd,Ru
Cu,,,,4.948590128,,Cd,Sc
Cu,Ag,,,4.78821049,,Cd,Ta
Cu,Au,,,5.135274772,,Cd,Tc
Cu,Cd,,,4.532363816,,Cd,Ti
Cu,Hf,,,4.261887381,,Cd,V
Cu,Hg,,,4.663385573,,Cd,W
Cu,Ir,,,5.386608673,,Cd,Y
Cu,La,,,3.255371119,,Cd,Zn
Cu,Mo,,,5.028660951,,Cd,Zr
Cu,Nb,,,4.667111866,,Co,Cu
Cu,Os,,,5.288238204,,Co,Fe
Cu,Pd,,,5.177045331,,Co,Hf
Cu,Pt,,,5.465536153,,Co,Hg
Cu,Re,,,5.351967509,,Co,Ir
Cu,Rh,,,5.207046351,,Co,La
Cu,Ru,,,5.186040328,,Co,Ni
Cu,Ta,,,4.773477881,,Co,Os
Cu,Tc,,,5.21358385,,Co,Pd
Cu,W,,,5.146307013,,Co,Pt
Cu,Y,,,3.555315099,,Co,Re
Cu,Zn,,,4.814283816,,Co,Rh
Cu,Zr,,,4.074939824,,Co,Ru
Fe,Ag,,,4.67369875,,Co,Sc
Fe,Au,,,4.955491913,,Co,Ti
Fe,Cd,,,4.529892786,,Co,V
Fe,Cu,,,4.90424063,,Co,W
Fe,Hf,,,4.484244711,,Co,Y
Fe,Hg,,,4.62582857,,Co,Zn
Fe,Ir,,,5.271073581,,Co,Zr
Fe,La,,,3.351820573,,Cr,
Fe,Ni,,,5.035475886,,Cr,Cu
Fe,Os,,,5.303130801,,Cr,Fe
Fe,Pd,,,4.892171235,,Cr,Hf
Fe,Pt,,,5.147875914,,Cr,Ir
Fe,Rh,,,4.97067121,,Cr,La
Fe,Ru,,,5.071094052,,Cr,Mn
Fe,Ta,,,4.750257552,,Cr,Mo
Fe,Tc,,,5.136727326,,Cr,Nb
Fe,Y,,,3.771062792,,Cr,Os
Fe,Zn,,,4.789362805,,Cr,Pd
Fe,Zr,,,4.323372045,,Cr,Pt
Hf,,,,4.523521558,,Cr,Re
Hf,Au,,,4.415486609,,Cr,Rh
Hf,Hg,,,4.365535997,,Cr,Ru
Hf,Ir,,,4.431996361,,Cr,Sc
Hf,Os,,,4.752920448,,Cr,Ta
Hf,Pt,,,4.247295716,,Cr,Tc
Hf,Re,,,4.762225541,,Cr,Ti
Hf,Ta,,,4.66843085,,Cr,V
Hf,W,,,4.613395624,,Cr,W
Hf,Y,,,3.993998435,,Cr,Y
Hg,,,,4.493147768,,Cr,Zn
Ir,,,,5.637090407,,Cr,Zr
Ir,Au,,,5.582955833,,Cu,
Ir,Hg,,,5.037828401,,Cu,Fe
Ir,Pt,,,5.77821202,,Cu,Hf
La,,,,3.34990136,,Cu,Hg
La,Ag,,,3.289233177,,Cu,Ir
La,Au,,,3.306310049,,Cu,La
La,Cd,,,3.414327382,,Cu,Mn
La,Hf,,,3.708602333,,Cu,Mo
La,Hg,,,3.390554759,,Cu,Nb
La,Ir,,,3.687577865,,Cu,Ni
La,Mo,,,3.508979443,,Cu,Os
La,Nb,,,3.655109424,,Cu,Pd
La,Os,,,3.774644736,,Cu,Pt
La,Pd,,,3.267253893,,Cu,Re
La,Pt,,,3.266230914,,Cu,Rh
La,Re,,,3.653938703,,Cu,Ru
La,Rh,,,3.502632668,,Cu,Sc
La,Ru,,,3.55025367,,Cu,Ta
La,Ta,,,3.734045952,,Cu,Tc
La,Tc,,,3.542196677,,Cu,Ti
La,W,,,3.633736935,,Cu,V
La,Y,,,3.432333549,,Cu,W
La,Zr,,,3.66766341,,Cu,Y
Mn,Ag,,,4.303706683,,Cu,Zn
Mn,Au,,,4.513947768,,Cu,Zr
Mn,Cd,,,4.375860903,,Fe,Hf
Mn,Cu,,,4.479711626,,Fe,Hg
Mn,Hg,,,4.403817465,,Fe,Ir
Mn,Ir,,,5.028652701,,Fe,La
Mn,La,,,3.365110035,,Fe,Ni
Mn,Mo,,,4.878714897,,Fe,Os
Mn,Nb,,,4.633050821,,Fe,Pd
Mn,Ni,,,4.724399567,,Fe,Pt
Mn,Pd,,,4.615777399,,Fe,Rh
Mn,Pt,,,4.889882645,,Fe,Ru
Mn,Rh,,,4.786581446,,Fe,Ta
Mn,Ru,,,4.856771571,,Fe,Tc
Mn,Ta,,,4.834919235,,Fe,Y
Mn,W,,,4.992345475,,Fe,Zn
Mn,Y,,,3.707694665,,Fe,Zr
Mn,Zn,,,4.601821718,,Hf,
Mn,Zr,,,4.319470694,,Hf,Hg
Mo,,,,4.976166617,,Hf,Ir
Mo,Ag,,,5.030215853,,Hf,La
Mo,Au,,,5.194921448,,Hf,Mo
Mo,Cd,,,4.690440622,,Hf,Nb
Mo,Hf,,,4.636154535,,Hf,Ni
Mo,Hg,,,4.775492556,,Hf,Os
Mo,Ir,,,5.226800989,,Hf,Pd
Mo,Os,,,5.114194489,,Hf,Pt
Mo,Pd,,,5.118331265,,Hf,Re
Mo,Pt,,,5.263392283,,Hf,Rh
Mo,Re,,,5.103454446,,Hf,Ru
Mo,Rh,,,5.104425265,,Hf,Sc
Mo,Ru,,,5.012515519,,Hf,Ta
Mo,Ta,,,4.857368758,,Hf,Tc
Mo,Tc,,,5.007368224,,Hf,Ti
Mo,W,,,5.043946142,,Hf,V
Mo,Y,,,3.898458186,,Hf,W
Nb,,,,4.676492082,,Hf,Y
Nb,Ag,,,4.670781998,,Hf,Zn
Nb,Au,,,4.763288304,,Hf,Zr
Nb,Cd,,,4.511302775,,Hg,Ir
Nb,Hf,,,4.545166667,,Hg,La
Nb,Hg,,,4.624883402,,Hg,Mn
Nb,Ir,,,4.866076396,,Hg,Mo
Nb,Mo,,,4.787231865,,Hg,Nb
Nb,Os,,,4.786141645,,Hg,Ni
Nb,Pd,,,4.745064417,,Hg,Pd
Nb,Pt,,,4.883013286,,Hg,Pt
Nb,Re,,,4.885107594,,Hg,Rh
Nb,Rh,,,4.778204283,,Hg,Sc
Nb,Ru,,,4.706348986,,Hg,Ta
Nb,Ta,,,4.807742043,,Hg,Ti
Nb,Tc,,,4.804403637,,Hg,V
Nb,W,,,4.887332301,,Hg,W
Nb,Y,,,3.99303067,,Hg,Y
Ni,Ag,,,4.947447967,,Hg,Zr
Ni,Au,,,5.280112986,,Ir,
Ni,Cd,,,4.650906069,,Ir,La
Ni,Cu,,,5.157360476,,Ir,Mn
Ni,Hf,,,4.175877142,,Ir,Mo
Ni,Hg,,,4.829518312,,Ir,Nb
Ni,Ir,,,5.506116913,,Ir,Ni
Ni,La,,,3.236744609,,Ir,Os
Ni,Mo,,,5.116997273,,Ir,Pd
Ni,Nb,,,4.762316442,,Ir,Pt
Ni,Os,,,5.429801815,,Ir,Re
Ni,Pd,,,5.227170105,,Ir,Rh
Ni,Pt,,,5.520653303,,Ir,Ru
Ni,Re,,,5.397606703,,Ir,Sc
Ni,Rh,,,5.258583049,,Ir,Ta
Ni,Ru,,,5.250050148,,Ir,Tc
Ni,Ta,,,4.904225835,,Ir,Ti
Ni,W,,,5.238222361,,Ir,V
Ni,Y,,,3.607569017,,Ir,W
Ni,Zn,,,4.954544751,,Ir,Y
Ni,Zr,,,4.044308263,,Ir,Zn
Os,,,,5.504376059,,Ir,Zr
Os,Au,,,5.235213148,,La,
Os,Hg,,,4.881601741,,La,Mn
Os,Ir,,,5.501900838,,La,Mo
Os,Pt,,,5.576177313,,La,Nb
Pd,,,,5.37185132,,La,Ni
Pd,Ag,,,5.034559961,,La,Os
Pd,Au,,,5.49402366,,La,Pd
Pd,Cd,,,4.643512336,,La,Pt
Pd,Hf,,,4.205348017,,La,Re
Pd,Hg,,,4.825741586,,La,Rh
Pd,Ir,,,5.51734172,,La,Ru
Pd,Os,,,5.44687027,,La,Sc
Pd,Pt,,,5.660977902,,La,Ta
Pd,Re,,,5.413183454,,La,Tc
Pd,Ta,,,4.874032153,,La,Ti
Pd,W,,,5.235556343,,La,V
Pd,Y,,,3.58929466,,La,W
Pt,,,,5.946806688,,La,Y
Pt,Au,,,5.729870974,,La,Zn
Pt,Hg,,,5.137001944,,La,Zr
Re,,,,5.342665688,,Mn,Mo
Re,Au,,,5.412226415,,Mn,Nb
Re,Hg,,,4.893748274,,Mn,Ni
Re,Ir,,,5.543705308,,Mn,Pd
Re,Os,,,5.429887173,,Mn,Pt
Re,Pt,,,5.515737819,,Mn,Re
Rh,,,,5.287723878,,Mn,Rh
Rh,Ag,,,5.070071192,,Mn,Ru
Rh,Au,,,5.48930223,,Mn,Ta
Rh,Cd,,,4.801682908,,Mn,W
Rh,Hf,,,4.348356236,,Mn,Y
Rh,Ir,,,5.473777266,,Mn,Zn
Rh,Pd,,,5.320771795,,Mn,Zr
Rh,Pt,,,5.60615073,,Mo,
Rh,Re,,,5.42801196,,Mo,Nb
Rh,Ta,,,4.888267288,,Mo,Ni
Rh,W,,,5.250425331,,Mo,Os
Ru,,,,5.210094992,,Mo,Pd
Ru,Ag,,,5.018452251,,Mo,Pt
Ru,Au,,,5.259663251,,Mo,Re
Ru,Cd,,,4.595776199,,Mo,Rh
Ru,Hf,,,4.602608409,,Mo,Ru
Ru,Hg,,,4.77269719,,Mo,Sc
Ru,Ir,,,5.371786275,,Mo,Ta
Ru,Os,,,5.378751567,,Mo,Tc
Ru,Pd,,,5.273161633,,Mo,Ti
Ru,Pt,,,5.458999083,,Mo,V
Ru,Re,,,5.310549486,,Mo,W
Ru,Rh,,,5.229584363,,Mo,Y
Ru,Ta,,,4.824173149,,Mo,Zn
Ru,W,,,5.114695583,,Mo,Zr
Ru,Y,,,4.0404238,,Nb,
Sc,,,,3.86053211,,Nb,Ni
Sc,Ag,,,3.820802265,,Nb,Os
Sc,Au,,,3.870282595,,Nb,Pd
Sc,Cd,,,4.038320537,,Nb,Pt
Sc,Cr,,,4.083576872,,Nb,Re
Sc,Cu,,,3.822384044,,Nb,Rh
Sc,Hf,,,4.208486533,,Nb,Ru
Sc,Ir,,,4.495934838,,Nb,Sc
Sc,La,,,3.442043367,,Nb,Ta
Sc,Mo,,,4.276749099,,Nb,Tc
Sc,Nb,,,4.269693874,,Nb,Ti
Sc,Os,,,4.561465501,,Nb,V
Sc,Pd,,,3.899117212,,Nb,W
Sc,Pt,,,4.027450252,,Nb,Y
Sc,Re,,,4.291639693,,Nb,Zn
Sc,Rh,,,4.284004748,,Nb,Zr
Sc,Ru,,,4.360695676,,Ni,Os
Sc,Ta,,,4.366180352,,Ni,Pd
Sc,Tc,,,4.366471193,,Ni,Pt
Sc,Ti,,,4.134532902,,Ni,Re
Sc,V,,,4.157017677,,Ni,Rh
Sc,W,,,4.422181517,,Ni,Ru
Sc,Y,,,3.673416149,,Ni,Ta
Sc,Zn,,,4.05912503,,Ni,W
Sc,Zr,,,4.135996834,,Ni,Y
Ta,,,,4.871340707,,Ni,Zn
Ta,Au,,,4.869834068,,Ni,Zr
Ta,Hg,,,4.735951452,,Os,
Ta,Ir,,,4.982226488,,Os,Pd
Ta,Os,,,4.903950672,,Os,Pt
Ta,Pt,,,5.014033848,,Os,Re
Ta,Re,,,5.012005712,,Os,Rh
Ta,W,,,5.010955212,,Os,Ru
Tc,,,,5.114201068,,Os,Sc
Tc,Ag,,,5.120100074,,Os,Ta
Tc,Au,,,5.29957652,,Os,Tc
Tc,Cd,,,4.64052348,,Os,Ti
Tc,Hf,,,4.644432987,,Os,V
Tc,Hg,,,4.773664637,,Os,W
Tc,Ir,,,5.379930718,,Os,Y
Tc,Os,,,5.285879202,,Os,Zn
Tc,Pd,,,5.265973875,,Os,Zr
Tc,Pt,,,5.382610866,,Pd,
Tc,Re,,,5.206685623,,Pd,Pt
Tc,Rh,,,5.255516994,,Pd,Re
Tc,Ru,,,5.168675175,,Pd,Rh
Tc,Ta,,,4.893159022,,Pd,Ru
Tc,W,,,5.063973648,,Pd,Sc
Tc,Y,,,4.035075059,,Pd,Ta
Ti,,,,4.586242235,,Pd,Tc
Ti,Ag,,,4.340256564,,Pd,Ti
Ti,Au,,,4.498966273,,Pd,V
Ti,Cd,,,4.331711101,,Pd,W
Ti,Cr,,,4.730201541,,Pd,Y
Ti,Cu,,,4.405837276,,Pd,Zn
Ti,Hf,,,4.525936973,,Pd,Zr
Ti,Hg,,,4.411915315,,Pt,
Ti,Ir,,,4.660779871,,Pt,Re
Ti,La,,,3.503147196,,Pt,Rh
Ti,Mo,,,4.669173901,,Pt,Ru
Ti,Nb,,,4.620875935,,Pt,Sc
Ti,Os,,,4.903621908,,Pt,Ta
Ti,Pd,,,4.42243824,,Pt,Tc
Ti,Pt,,,4.56758825,,Pt,Ti
Ti,Re,,,4.879393979,,Pt,V
Ti,Rh,,,4.524113388,,Pt,W
Ti,Ru,,,4.7374917,,Pt,Y
Ti,Ta,,,4.733850875,,Pt,Zn
Ti,Tc,,,4.734174493,,Pt,Zr
Ti,V,,,4.611307516,,Re,
Ti,W,,,4.792426661,,Re,Rh
Ti,Y,,,3.875238269,,Re,Ru
Ti,Zn,,,4.42373478,,Re,Sc
Ti,Zr,,,4.419463324,,Re,Ta
V,,,,4.845549005,,Re,Tc
V,Ag,,,4.760307594,,Re,Ti
V,Au,,,4.908096071,,Re,V
V,Cd,,,4.543196329,,Re,W
V,Cr,,,4.960805541,,Re,Y
V,Cu,,,4.828947524,,Re,Zn
V,Hf,,,4.586912689,,Re,Zr
V,Hg,,,4.506787154,,Rh12,
V,Ir,,,5.037466422,,Rh,Ru
V,La,,,3.52691056,,Rh,Sc
V,Mo,,,4.911839119,,Rh,Ta
V,Nb,,,4.717041276,,Rh,Tc
V,Os,,,5.072740372,,Rh,Ti
V,Pd,,,4.870682589,,Rh,V
V,Pt,,,5.049187378,,Rh,W
V,Re,,,5.058288725,,Rh,Y
V,Rh,,,4.8961018,,Rh,Zn
V,Ru,,,4.913503158,,Rh,Zr
V,Ta,,,4.880127407,,Ru,
V,Tc,,,4.939580837,,Ru,Sc
V,W,,,5.042561627,,Ru,Ta
V,Y,,,3.571044702,,Ru,Tc
V,Zn,,,4.699055586,,Ru,Ti
V,Zr,,,4.436701849,,Ru,V
W,,,,5.151940427,,Ru,W
W,Au,,,5.261691295,,Ru,Y
W,Hg,,,4.899472608,,Ru,Zn
W,Ir,,,5.366893797,,Ru,Zr
W,Os,,,5.233116569,,Sc,
W,Pt,,,5.386047093,,Sc,Ta
W,Re,,,5.213850634,,Sc,Tc
Y,,,,3.594501168,,Sc,Ti
Y,Au,,,3.619740298,,Sc,V
Y,Hg,,,3.83256813,,Sc,W
Y,Ir,,,4.122369702,,Sc,Y
Y,Os,,,4.223240796,,Sc,Zn
Y,Pt,,,3.673111991,,Sc,Zr
Y,Re,,,3.809764293,,Ta,
Y,Ta,,,4.107345808,,Ta,Tc
Y,W,,,4.053577391,,Ta,Ti
Zn,,,,4.494069755,,Ta,V
Zn,Ag,,,4.616971779,,Ta,W
Zn,Au,,,4.878878926,,Ta,Y
Zn,Cd,,,4.277023517,,Ta,Zn
Zn,Hf,,,4.395593958,,Ta,Zr
Zn,Hg,,,4.290384,,Tc,
Zn,Ir,,,5.208958398,,Tc,Ti
Zn,La,,,3.339966943,,Tc,V
Zn,Mo,,,4.865921122,,Tc,W
Zn,Nb,,,4.604086264,,Tc,Y
Zn,Os,,,4.952550123,,Tc,Zn
Zn,Pd,,,4.856968575,,Tc,Zr
Zn,Pt,,,5.200489905,,Ti,
Zn,Re,,,5.072779533,,Ti,V
Zn,Rh,,,4.991290255,,Ti,W
Zn,Ru,,,4.960172359,,Ti,Y
Zn,Ta,,,4.750572443,,Ti,Zn
Zn,Tc,,,4.876249177,,Ti,Zr
Zn,W,,,4.998136185,,V,
Zn,Y,,,3.776724158,,V,W
Zn,Zr,,,4.260895751,,V,Zn
Zr,,,,4.395408327,,V,Zr
Zr,Ag,,,4.207015591,,W,
Zr,Au,,,4.287672424,,W,Y
Zr,Cd,,,4.208552449,,W,Zn
Zr,Hf,,,4.484780028,,W,Zr
Zr,Hg,,,4.258749318,,Y,
Zr,Ir,,,4.308384562,,Y,Zn
Zr,Mo,,,4.527659474,,Y,Zr
Zr,Nb,,,4.435144561,,Zn,
Zr,Os,,,4.636297773,,Zn,Zr
Zr,Pd,,,4.124632982,,Zr,
Zr,Pt,,,4.111605055,,,
Zr,Re,,,4.638412099,,,
Zr,Rh,,,4.24402005,,,
Zr,Ru,,,4.502210235,,,
Zr,Ta,,,4.545937546,,,
Zr,Tc,,,4.527654716,,,
Zr,W,,,4.515829693,,,
Zr,Y,,,3.948352295,,,
